IDX,Norman_SusDat_ID,DTXSID,dtxcid,cas_number,Name,inchi,inchiKey
1144,NS00001184,DTXSID90237641,DTXCID40160132,894-76-8,7-Aminodesmethylflunitrazepam,"InChI=1S/C15H12FN3O/c16-12-4-2-1-3-10(12)15-11-7-9(17)5-6-13(11)19-14(20)8-18-15/h1-7H,8,17H2,(H,19,20)",IWZVUERQZJRRPL-UHFFFAOYSA-N
1145,NS00001185,DTXSID00220185,DTXCID00142676,699-83-2,"2,6-Dihydroxyacetophenone","InChI=1S/C8H8O3/c1-5(9)8-6(10)3-2-4-7(8)11/h2-4,10-11H,1H3",YPTJKHVBDCRKNF-UHFFFAOYSA-N
1146,NS00001186,DTXSID8023686,DTXCID303686,728-88-1,Tolperisone,"InChI=1S/C16H23NO/c1-13-6-8-15(9-7-13)16(18)14(2)12-17-10-4-3-5-11-17/h6-9,14H,3-5,10-12H2,1-2H3",FSKFPVLPFLJRQB-UHFFFAOYSA-N
1147,NS00001187,DTXSID6029127,DTXCID509127,97-64-3,Ethyl lactate,"InChI=1S/C5H10O3/c1-3-8-5(7)4(2)6/h4,6H,3H2,1-2H3",LZCLXQDLBQLTDK-UHFFFAOYSA-N
1148,NS00001188,DTXSID3025914,DTXCID40809918,6041-94-7,Pigment Red 2,"InChI=1S/C23H15Cl2N3O2/c24-15-10-11-19(25)20(13-15)27-28-21-17-9-5-4-6-14(17)12-18(22(21)29)23(30)26-16-7-2-1-3-8-16/h1-13,29H,(H,26,30)",HXJSTOXKASOAQW-UHFFFAOYSA-N
1149,NS00001189,DTXSID1021615,DTXCID601615,124-63-0,Methanesulfonyl chloride,"InChI=1S/CH3ClO2S/c1-5(2,3)4/h1H3",QARBMVPHQWIHKH-UHFFFAOYSA-N
1150,NS00001190,DTXSID20193342,DTXCID30115833,40341-04-6,"1-Benzimidazolyl-3,5-dimethylpyrazole","InChI=1S/C12H12N4/c1-8-7-9(2)16(15-8)12-13-10-5-3-4-6-11(10)14-12/h3-7H,1-2H3,(H,13,14)",RUGYNGIMTAFTLP-UHFFFAOYSA-N
1151,NS00001191,DTXSID201020186,DTXCID601478038,38233-76-0,Ethylidenetetracyclododecene,"InChI=1/C14H18/c1-2-8-5-11-7-12(8)14-10-4-3-9(6-10)13(11)14/h2-4,9-14H,5-7H2,1H3",CSRQAJIMYJHHHQ-UHFFFAOYSA-N
1152,NS00001192,DTXSID401021504,DTXCID601506522,209860-87-7,Tafluprost,"InChI=1S/C25H34F2O5/c1-18(2)32-24(30)13-9-4-3-8-12-20-21(23(29)16-22(20)28)14-15-25(26,27)17-31-19-10-6-5-7-11-19/h3,5-8,10-11,14-15,18,20-23,28-29H,4,9,12-13,16-17H2,1-2H3/b8-3-,15-14+/t20-,21-,22+,23-/m1/s1",WSNODXPBBALQOF-VEJSHDCNSA-N
1153,NS00001193,DTXSID90344006,DTXCID70295082,2858-20-0,"4-Amino-5-chloro-2,6-dimethylpyrimidine","InChI=1S/C6H8ClN3/c1-3-5(7)6(8)10-4(2)9-3/h1-2H3,(H2,8,9,10)",BKFCZKYCVQQMCX-UHFFFAOYSA-N
1154,NS00001194,DTXSID6025690,DTXCID405690,81-14-1,Musk ketone,"InChI=1S/C14H18N2O5/c1-7-10(9(3)17)8(2)13(16(20)21)11(14(4,5)6)12(7)15(18)19/h1-6H3",WXCMHFPAUCOJIG-UHFFFAOYSA-N
1155,NS00001195,DTXSID60428483,DTXCID30379317,7331-52-4,(S)-3-Hydroxy-gamma-butyrolactone,"InChI=1S/C4H6O3/c5-3-1-4(6)7-2-3/h3,5H,1-2H2/t3-/m0/s1",FUDDLSHBRSNCBV-VKHMYHEASA-N
1156,NS00001196,DTXSID4026262,DTXCID606262,2451-62-9,"Tris(2,3-epoxypropyl)isocyanurate","InChI=1/C12H15N3O6/c16-10-13(1-7-4-19-7)11(17)15(3-9-6-21-9)12(18)14(10)2-8-5-20-8/h7-9H,1-6H2",OUPZKGBUJRBPGC-UHFFFAOYSA-N
1157,NS00001197,DTXSID3040930,DTXCID1020930,533-73-3,"1,2,4-Benzenetriol","InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3,7-9H",GGNQRNBDZQJCCN-UHFFFAOYSA-N
1158,NS00001198,DTXSID4041733,DTXCID2021733,59487-23-9,C.I. Pigment Red 187,"InChI=1S/C34H28ClN5O7/c1-45-27-13-10-20(33(43)37-21-11-8-18(9-12-21)32(36)42)15-26(27)39-40-30-22-7-5-4-6-19(22)14-23(31(30)41)34(44)38-25-16-24(35)28(46-2)17-29(25)47-3/h4-17,41H,1-3H3,(H2,36,42)(H,37,43)(H,38,44)/b40-39+",DZYFEMTUCDZMSP-XQQUEIPISA-N
1159,NS00001199,DTXSID70163777,DTXCID0086268,147676-66-2,Gendenafil,"InChI=1S/C19H22N4O3/c1-5-7-14-16-17(23(4)22-14)19(25)21-18(20-16)13-10-12(11(3)24)8-9-15(13)26-6-2/h8-10H,5-7H2,1-4H3,(H,20,21,25)",YJBDHZKAVGNHET-UHFFFAOYSA-N
1160,NS00001200,DTXSID1064110,DTXCID9042914,6092-54-2,"Carbonochloridic acid, hexyl ester","InChI=1S/C7H13ClO2/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3",KIWBRXCOTCXSSZ-UHFFFAOYSA-N
1161,NS00001201,NA,NA,NA,NA,NA,NA
1162,NS00001202,DTXSID20276326,DTXCID10200514,52671-72-4,"1,3-Dioxo-1H,3H-naphtho[1,8-cd]pyran-6,7-dicarboxylic acid","InChI=1S/C14H6O7/c15-11(16)5-1-3-7-10-8(14(20)21-13(7)19)4-2-6(9(5)10)12(17)18/h1-4H,(H,15,16)(H,17,18)",YQXRNSHBINARCY-UHFFFAOYSA-N
1163,NS00001203,DTXSID20196131,DTXCID30118622,4431-83-8,"2,5,7,10-Tetraoxaundecane","InChI=1S/C7H16O4/c1-8-3-5-10-7-11-6-4-9-2/h3-7H2,1-2H3",QWRBKBNCFWPVJX-UHFFFAOYSA-N
1164,NS00001204,DTXSID6024917,DTXCID304917,123-42-2,Diacetone alcohol,"InChI=1S/C6H12O2/c1-5(7)4-6(2,3)8/h8H,4H2,1-3H3",SWXVUIWOUIDPGS-UHFFFAOYSA-N
1165,NS00001205,DTXSID90160647,DTXCID9083138,13838-08-9,Azidamfenicol [INN:BAN:DCF],"InChI=1S/C11H13N5O5/c12-15-13-5-10(18)14-9(6-17)11(19)7-1-3-8(4-2-7)16(20)21/h1-4,9,11,17,19H,5-6H2,(H,14,18)/t9-,11-/m1/s1",SGRUZFCHLOFYHZ-MWLCHTKSSA-N
1166,NS00001206,DTXSID3023631,DTXCID803631,106133-20-4,Tamsulosin,"InChI=1S/C20H28N2O5S/c1-4-26-17-7-5-6-8-18(17)27-12-11-22-15(2)13-16-9-10-19(25-3)20(14-16)28(21,23)24/h5-10,14-15,22H,4,11-13H2,1-3H3,(H2,21,23,24)/t15-/m1/s1",DRHKJLXJIQTDTD-OAHLLOKOSA-N
1167,NS00001207,NA,NA,NA,NA,NA,NA
1168,NS00001208,DTXSID20995964,DTXCID801422986,74441-06-8,4-Amino-N-(4-carbamoylphenyl)benzene-1-carboximidic acid,"InChI=1S/C14H13N3O2/c15-11-5-1-10(2-6-11)14(19)17-12-7-3-9(4-8-12)13(16)18/h1-8H,15H2,(H2,16,18)(H,17,19)",FSPYMSUDIVFOHY-UHFFFAOYSA-N
1169,NS00001209,DTXSID60911623,NA,11039-68-2,Penicilloic acid,NA,NA
1170,NS00001210,DTXSID7024085,DTXCID804085,16672-87-0,Ethephon,"InChI=1S/C2H6ClO3P/c3-1-2-7(4,5)6/h1-2H2,(H2,4,5,6)",UDPGUMQDCGORJQ-UHFFFAOYSA-N
1171,NS00001211,NA,NA,NA,NA,NA,NA
1172,NS00001212,DTXSID6038299,DTXCID4018299,35065-29-3,"2,2',3,4,4',5,5'-Heptachlorobiphenyl",InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,WBHQEUPUMONIKF-UHFFFAOYSA-N
1173,NS00001213,DTXSID9059096,DTXCID0048846,93-98-1,Benzanilide,"InChI=1S/C13H11NO/c15-13(11-7-3-1-4-8-11)14-12-9-5-2-6-10-12/h1-10H,(H,14,15)",ZVSKZLHKADLHSD-UHFFFAOYSA-N
1174,NS00001214,DTXSID8022799,DTXCID902799,133-16-4,Chloroprocaine,"InChI=1S/C13H19ClN2O2/c1-3-16(4-2)7-8-18-13(17)11-6-5-10(15)9-12(11)14/h5-6,9H,3-4,7-8,15H2,1-2H3",VDANGULDQQJODZ-UHFFFAOYSA-N
1175,NS00001215,DTXSID80942257,DTXCID301370667,2019-69-4,"N,N-Diethyl-2-hydroxy-2-phenylacetamide","InChI=1S/C12H17NO2/c1-3-13(4-2)12(15)11(14)10-8-6-5-7-9-10/h5-9,11,14H,3-4H2,1-2H3",UXLCWYBQDGCVQE-UHFFFAOYSA-N
1176,NS00001216,DTXSID10436492,DTXCID30387316,502421-44-5,N-t-Boc Valacyclovir,"InChI=1S/C18H28N6O6/c1-10(2)11(21-17(27)30-18(3,4)5)15(26)29-7-6-28-9-24-8-20-12-13(24)22-16(19)23-14(12)25/h8,10-11H,6-7,9H2,1-5H3,(H,21,27)(H3,19,22,23,25)/t11-/m0/s1",FGLBYLSLCQBNHV-NSHDSACASA-N
1177,NS00001217,DTXSID2021868,DTXCID701868,106-42-3,p-Xylene,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N
1178,NS00001218,NA,NA,NA,NA,NA,NA
1179,NS00001219,DTXSID4035120,DTXCID2015120,69-89-6,Xanthine,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",LRFVTYWOQMYALW-UHFFFAOYSA-N
1180,NS00001220,DTXSID0073370,DTXCID0044028,6364-17-6,"2,2-Dimethyl-2,3-dihydroperimidine","InChI=1S/C13H14N2/c1-13(2)14-10-7-3-5-9-6-4-8-11(15-13)12(9)10/h3-8,14-15H,1-2H3",DETLTZYXZWIXIB-UHFFFAOYSA-N
1181,NS00001221,DTXSID4044870,DTXCID2024870,2082-81-7,"Butane-1,4-diyl bis(2-methylprop-2-enoate)","InChI=1S/C12H18O4/c1-9(2)11(13)15-7-5-6-8-16-12(14)10(3)4/h1,3,5-8H2,2,4H3",XOJWAAUYNWGQAU-UHFFFAOYSA-N
1182,NS00001222,DTXSID8049383,DTXCID5029342,99-61-6,3-Nitrobenzaldehyde,InChI=1S/C7H5NO3/c9-5-6-2-1-3-7(4-6)8(10)11/h1-5H,ZETIVVHRRQLWFW-UHFFFAOYSA-N
1183,NS00001224,DTXSID90179037,DTXCID20101528,24304-50-5,"N,N'-(2,5-Dimethyl-1,4-phenylene)bis(3-oxobutyramide)","InChI=1S/C16H20N2O4/c1-9-5-14(18-16(22)8-12(4)20)10(2)6-13(9)17-15(21)7-11(3)19/h5-6H,7-8H2,1-4H3,(H,17,21)(H,18,22)",NPISXGVUUHHCHZ-UHFFFAOYSA-N
1184,NS00001225,DTXSID9022657,DTXCID702657,63-12-7,Benzquinamide,"InChI=1S/C22H32N2O5/c1-6-23(7-2)22(26)17-13-24-9-8-15-10-20(27-4)21(28-5)11-16(15)18(24)12-19(17)29-14(3)25/h10-11,17-19H,6-9,12-13H2,1-5H3",JSZILQVIPPROJI-UHFFFAOYSA-N
1185,NS00001226,DTXSID601010282,DTXCID701436700,133865-89-1,Safinamide,"InChI=1S/C17H19FN2O2/c1-12(17(19)21)20-10-13-5-7-16(8-6-13)22-11-14-3-2-4-15(18)9-14/h2-9,12,20H,10-11H2,1H3,(H2,19,21)/t12-/m0/s1",NEMGRZFTLSKBAP-LBPRGKRZSA-N
1186,NS00001227,DTXSID20219011,DTXCID40141502,68957-94-8,"1,3,5,2,4,6-Trioxatriphosphorinane, 2,4,6-tripropyl-, 2,4,6-trioxide","InChI=1S/C9H21O6P3/c1-4-7-16(10)13-17(11,8-5-2)15-18(12,14-16)9-6-3/h4-9H2,1-3H3",PAQZWJGSJMLPMG-UHFFFAOYSA-N
1187,NS00001228,DTXSID8023135,DTXCID403135,118-42-3,Hydroxychloroquine,"InChI=1S/C18H26ClN3O/c1-3-22(11-12-23)10-4-5-14(2)21-17-8-9-20-18-13-15(19)6-7-16(17)18/h6-9,13-14,23H,3-5,10-12H2,1-2H3,(H,20,21)",XXSMGPRMXLTPCZ-UHFFFAOYSA-N
1188,NS00001229,DTXSID9023172,DTXCID403172,503-01-5,Isometheptene,"InChI=1/C9H19N/c1-8(2)6-5-7-9(3)10-4/h6,9-10H,5,7H2,1-4H3",XVQUOJBERHHONY-UHFFFAOYSA-N
1189,NS00001230,DTXSID2023721,DTXCID703721,09/09/2751,Troleandomycin,"InChI=1S/C41H67NO15/c1-19-17-41(18-49-41)38(46)23(5)34(53-27(9)43)21(3)25(7)52-39(47)24(6)35(56-32-16-31(48-14)36(26(8)51-32)54-28(10)44)22(4)33(19)57-40-37(55-29(11)45)30(42(12)13)15-20(2)50-40/h19-26,30-37,40H,15-18H2,1-14H3/t19-,20+,21-,22+,23+,24+,25+,26-,30-,31-,32-,33-,34-,35-,36-,37+,40-,41-/m0/s1",LQCLVBQBTUVCEQ-MCQAQMIOSA-N
1190,NS00001231,DTXSID8024319,DTXCID201323318,40088-47-9,Tetrabromodiphenyl ether,NA,NA
1191,NS00001232,DTXSID6046214,DTXCID4026214,106941-25-7,Adefovir,"InChI=1S/C8H12N5O4P/c9-7-6-8(11-3-10-7)13(4-12-6)1-2-17-5-18(14,15)16/h3-4H,1-2,5H2,(H2,9,10,11)(H2,14,15,16)",SUPKOOSCJHTBAH-UHFFFAOYSA-N
1192,NS00001233,DTXSID60165003,DTXCID0087494,15234-85-2,"Acetic acid, (4-octylphenoxy)-","InChI=1S/C16H24O3/c1-2-3-4-5-6-7-8-14-9-11-15(12-10-14)19-13-16(17)18/h9-12H,2-8,13H2,1H3,(H,17,18)",DWUYSEMDJQMICY-UHFFFAOYSA-N
1193,NS00001234,DTXSID80886107,DTXCID401025449,54634-94-5,"Carbamic acid, N-(3-isocyanatomethylphenyl)-, 2-ethylhexyl ester","InChI=1S/C17H24N2O3/c1-3-5-7-14(4-2)12-22-17(21)19-16-9-6-8-15(10-16)11-18-13-20/h6,8-10,14H,3-5,7,11-12H2,1-2H3,(H,19,21)",HZXOAHQYDYYYQI-UHFFFAOYSA-N
1194,NS00001235,DTXSID1044934,DTXCID9024934,3923-79-3,"4,5-Dihydroxy-1,3-dimethylimidazolidin-2-one","InChI=1/C5H10N2O3/c1-6-3(8)4(9)7(2)5(6)10/h3-4,8-9H,1-2H3",LGJMYGMNWHYGCB-UHFFFAOYSA-N
1195,NS00001236,DTXSID9041784,DTXCID7021784,500-28-7,Chlorthion,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-6-3-4-8(10(11)12)7(9)5-6/h3-5H,1-2H3",NZNRRXXETLSZRO-UHFFFAOYSA-N
1196,NS00001237,DTXSID0045755,DTXCID8025755,69304-47-8,Brivudine,"InChI=1S/C11H13BrN2O5/c12-2-1-6-4-14(11(18)13-10(6)17)9-3-7(16)8(5-15)19-9/h1-2,4,7-9,15-16H,3,5H2,(H,13,17,18)/b2-1+/t7-,8+,9+/m0/s1",ODZBBRURCPAEIQ-PIXDULNESA-N
1197,NS00001238,DTXSID50905334,DTXCID601334438,1003-83-4,"4,4'-[(4-Iminocyclohexa-2,5-dien-1-ylidene)methylene]dianiline--4,4'-[(4-imino-3-methylcyclohexa-2,5-dien-1-ylidene)methylene]dianiline--hydrogen chloride (1/1/2)","InChI=1S/C20H19N3.C19H17N3.2ClH/c1-13-12-16(6-11-19(13)23)20(14-2-7-17(21)8-3-14)15-4-9-18(22)10-5-15;20-16-7-1-13(2-8-16)19(14-3-9-17(21)10-4-14)15-5-11-18(22)12-6-15;;/h2-12,23H,21-22H2,1H3;1-12,20H,21-22H2;2*1H",HUZKAVLURVIACJ-UHFFFAOYSA-N
1198,NS00001239,DTXSID60339924,DTXCID30291005,24400-75-7,"2-(3-Bromopropyl)-2-methyl-1,3-dioxolane","InChI=1S/C7H13BrO2/c1-7(3-2-4-8)9-5-6-10-7/h2-6H2,1H3",VMAKIQSICJHVNP-UHFFFAOYSA-N
1199,NS00001240,DTXSID40184499,DTXCID00106990,30414-53-0,Methyl 3-oxovalerate,"InChI=1S/C6H10O3/c1-3-5(7)4-6(8)9-2/h3-4H2,1-2H3",XJMIXEAZMCTAGH-UHFFFAOYSA-N
1200,NS00001241,DTXSID50865106,DTXCID70208612,54225-72-8,Tributylbenzylammonium,"InChI=1S/C19H34N/c1-4-7-15-20(16-8-5-2,17-9-6-3)18-19-13-11-10-12-14-19/h10-14H,4-9,15-18H2,1-3H3/q+1",QSRFYFHZPSGRQX-UHFFFAOYSA-N
1201,NS00001242,DTXSID60975543,DTXCID10885224,60113-81-7,3-Oxo-2-propylpentanoic acid,"InChI=1S/C8H14O3/c1-3-5-6(8(10)11)7(9)4-2/h6H,3-5H2,1-2H3,(H,10,11)",PPYHXKUZTSZTQU-UHFFFAOYSA-N
1202,NS00001243,DTXSID6023101,DTXCID903101,70-18-8,Glutathione,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1",RWSXRVCMGQZWBV-WDSKDSINSA-N
1203,NS00001244,DTXSID50623728,DTXCID90574482,503614-91-3,"Ethyl 1-(4-methoxyphenyl)-7-oxo-6-[4-(2-oxopiperidin-1-yl)phenyl]-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxylate","InChI=1S/C27H28N4O5/c1-3-36-27(34)24-22-15-17-30(19-9-7-18(8-10-19)29-16-5-4-6-23(29)32)26(33)25(22)31(28-24)20-11-13-21(35-2)14-12-20/h7-14H,3-6,15-17H2,1-2H3",PULNLYVCJSOXKS-UHFFFAOYSA-N
1204,NS00001245,DTXSID80883550,DTXCID501023072,4402-30-6,"2-Propanol, 1,1'-(methylimino)bis-","InChI=1S/C7H17NO2/c1-6(9)4-8(3)5-7(2)10/h6-7,9-10H,4-5H2,1-3H3",XKQMKMVTDKYWOX-UHFFFAOYSA-N
1205,NS00001246,DTXSID5040752,DTXCID3020752,10543-57-4,Tetraacetylethylenediamine,"InChI=1S/C10H16N2O4/c1-7(13)11(8(2)14)5-6-12(9(3)15)10(4)16/h5-6H2,1-4H3",BGRWYDHXPHLNKA-UHFFFAOYSA-N
1206,NS00001247,DTXSID70861786,DTXCID00810666,132-89-8,"2-(2-Chloroethyl)-2,3-dihydro-4H-1,3-benzoxazin-4-one","InChI=1/C10H10ClNO2/c11-6-5-9-12-10(13)7-3-1-2-4-8(7)14-9/h1-4,9H,5-6H2,(H,12,13)",YEKMWXFHPZBZLR-UHFFFAOYSA-N
1207,NS00001248,DTXSID8058110,DTXCID7031878,50512-35-1,Isoprothiolane,"InChI=1S/C12H18O4S2/c1-7(2)15-10(13)9(11(14)16-8(3)4)12-17-5-6-18-12/h7-8H,5-6H2,1-4H3",UFHLMYOGRXOCSL-UHFFFAOYSA-N
1208,NS00001249,DTXSID801020560,DTXCID201478343,21800-83-9,"(+)-13-Ethylgon-4-ene-3,17-dione","InChI=1S/C19H26O2/c1-2-19-10-9-15-14-6-4-13(20)11-12(14)3-5-16(15)17(19)7-8-18(19)21/h11,14-17H,2-10H2,1H3/t14-,15+,16+,17-,19-/m0/s1",SBLHOJQRZNGHLQ-ATIFRJIPSA-N
1209,NS00001250,DTXSID00968752,DTXCID201396321,53948-51-9,"Ethyl 6-amino-3,6-dihydro[1,1'-biphenyl]-1(2H)-carboxylate","InChI=1S/C15H19NO2/c1-2-18-14(17)15(11-7-6-10-13(15)16)12-8-4-3-5-9-12/h3-6,8-10,13H,2,7,11,16H2,1H3/t13-,15+/m0/s1",BTKAMSWFNMGLGM-DZGCQCFKSA-N
1210,NS00001251,DTXSID3044962,DTXCID1024962,599-61-1,"3,3'-Sulphonyldianiline","InChI=1S/C12H12N2O2S/c13-9-3-1-5-11(7-9)17(15,16)12-6-2-4-10(14)8-12/h1-8H,13-14H2",LJGHYPLBDBRCRZ-UHFFFAOYSA-N
1211,NS00001252,DTXSID10287587,DTXCID50238735,7144-49-2,"2-(Methanesulfonyl)-1,3-benzothiazole","InChI=1S/C8H7NO2S2/c1-13(10,11)8-9-6-4-2-3-5-7(6)12-8/h2-5H,1H3",YZOXPLQWARQVEJ-UHFFFAOYSA-N
1212,NS00001253,DTXSID7040651,DTXCID30819889,71963-77-4,Artemether,"InChI=1S/C16H26O5/c1-9-5-6-12-10(2)13(17-4)18-14-16(12)11(9)7-8-15(3,19-14)20-21-16/h9-14H,5-8H2,1-4H3/t9-,10-,11+,12+,13+,14-,15-,16-/m1/s1",SXYIRMFQILZOAM-HVNFFKDJSA-N
1213,NS00001254,DTXSID0022224,DTXCID802224,5331-91-9,"5-Chloro-1,3-benzothiazole-2(3H)-thione","InChI=1S/C7H4ClNS2/c8-4-1-2-6-5(3-4)9-7(10)11-6/h1-3H,(H,9,10)",NKYDKCVZNMNZCM-UHFFFAOYSA-N
1214,NS00001255,DTXSID50889362,DTXCID901028624,875-74-1,"Benzeneacetic acid, .alpha.-amino-, (.alpha.R)-","InChI=1S/C8H9NO2/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7H,9H2,(H,10,11)/t7-/m1/s1",ZGUNAGUHMKGQNY-SSDOTTSWSA-N
1215,NS00001256,NA,NA,NA,NA,NA,NA
1216,NS00001257,DTXSID2058910,DTXCID6048385,84-87-7,"1-Naphthalenesulfonic acid, 4-hydroxy-","InChI=1S/C10H8O4S/c11-9-5-6-10(15(12,13)14)8-4-2-1-3-7(8)9/h1-6,11H,(H,12,13,14)",HGWQOFDAUWCQDA-UHFFFAOYSA-N
1217,NS00001258,DTXSID70459026,DTXCID30409845,86604-79-7,"4-NITRO-2,3,5-TRIMETHYLPYRIDINE-N-OXIDE","InChI=1S/C8H10N2O3/c1-5-4-9(11)7(3)6(2)8(5)10(12)13/h4H,1-3H3",YMBLTOGTYNFTRX-UHFFFAOYSA-N
1218,NS00001259,DTXSID10863522,DTXCID80812123,5343-92-0,"1,​2-​Pentanediol","InChI=1S/C5H12O2/c1-2-3-5(7)4-6/h5-7H,2-4H2,1H3",WCVRQHFDJLLWFE-UHFFFAOYSA-N
1219,NS00001260,DTXSID0041806,DTXCID8021806,2636-26-2,Cyanophos,"InChI=1S/C9H10NO3PS/c1-11-14(15,12-2)13-9-5-3-8(7-10)4-6-9/h3-6H,1-2H3",SCKHCCSZFPSHGR-UHFFFAOYSA-N
1220,NS00001261,DTXSID80893871,DTXCID301323909,855425-38-6,1-(2-Ethylbutyl)cyclohexanecarbonitrile,"InChI=1S/C13H23N/c1-3-12(4-2)10-13(11-14)8-6-5-7-9-13/h12H,3-10H2,1-2H3",DRMOLJPDSCAGCC-UHFFFAOYSA-N
1221,NS00001262,DTXSID2073564,DTXCID6042105,56718-71-9,"Phenol, 4-(2-methoxyethyl)-","InChI=1S/C9H12O2/c1-11-7-6-8-2-4-9(10)5-3-8/h2-5,10H,6-7H2,1H3",FAYGEALAEQKPDI-UHFFFAOYSA-N
1222,NS00001263,DTXSID30894095,DTXCID201507097,221627-82-3,(-)-hexaconazole,"InChI=1S/C14H17Cl2N3O/c1-2-3-6-14(20,8-19-10-17-9-18-19)12-5-4-11(15)7-13(12)16/h4-5,7,9-10,20H,2-3,6,8H2,1H3/t14-/m1/s1",STMIIPIFODONDC-CQSZACIVSA-N
1223,NS00001264,DTXSID40886249,DTXCID501025585,57987-55-0,"1,5-Pentanediol, 2,4-diethyl-","InChI=1S/C9H20O2/c1-3-8(6-10)5-9(4-2)7-11/h8-11H,3-7H2,1-2H3",OJRJDENLRJHEJO-UHFFFAOYSA-N
1224,NS00001265,DTXSID3029150,DTXCID609150,115-70-8,"2-Amino-2-ethyl-1,3-propanediol","InChI=1S/C5H13NO2/c1-2-5(6,3-7)4-8/h7-8H,2-4,6H2,1H3",IOAOAKDONABGPZ-UHFFFAOYSA-N
1225,NS00001266,DTXSID0026676,DTXCID306676,101-63-3,"1,1'-Oxybis(4-nitrobenzene)",InChI=1S/C12H8N2O5/c15-13(16)9-1-5-11(6-2-9)19-12-7-3-10(4-8-12)14(17)18/h1-8H,MWAGUKZCDDRDCS-UHFFFAOYSA-N
1226,NS00001267,DTXSID3033276,DTXCID1013276,29911-27-1,Butyl dipropasol solvent,"InChI=1S/C9H20O3/c1-4-5-11-7-9(3)12-6-8(2)10/h8-10H,4-7H2,1-3H3",WEZPLQKRXDBPEP-UHFFFAOYSA-N
1227,NS00001268,DTXSID60859935,DTXCID50209465,96-20-8,"1-Butanol, 2-amino-","InChI=1/C4H11NO/c1-2-4(5)3-6/h4,6H,2-3,5H2,1H3",JCBPETKZIGVZRE-UHFFFAOYSA-N
1228,NS00001269,DTXSID5034270,DTXCID3014270,104098-48-8,Imazapic,"InChI=1/C14H17N3O3/c1-7(2)14(4)13(20)16-11(17-14)10-9(12(18)19)5-8(3)6-15-10/h5-7H,1-4H3,(H,18,19)(H,16,17,20)",PVSGXWMWNRGTKE-UHFFFAOYSA-N
1229,NS00001270,DTXSID6051936,DTXCID10820019,26266-77-3,Dihydroabietyl alcohol,"InChI=1S/C20H34O/c1-14(2)15-6-8-17-16(12-15)7-9-18-19(3,13-21)10-5-11-20(17,18)4/h12,14-15,17-18,21H,5-11,13H2,1-4H3/t15?,17-,18-,19-,20+/m0/s1",FLMIYUXOBAUKJM-IUHBKHCYSA-N
1230,NS00001271,DTXSID3040697,DTXCID1020697,118-69-4,"2,6-Dichlorotoluene","InChI=1S/C7H6Cl2/c1-5-6(8)3-2-4-7(5)9/h2-4H,1H3",DMEDNTFWIHCBRK-UHFFFAOYSA-N
1231,NS00001272,DTXSID1023996,DTXCID203996,108-91-8,Cyclohexylamine,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",PAFZNILMFXTMIY-UHFFFAOYSA-N
1232,NS00001273,DTXSID40621793,DTXCID70572547,98549-88-3,"1H-Pyrrolo[2,3-b]pyridin-5-ol","InChI=1S/C7H6N2O/c10-6-3-5-1-2-8-7(5)9-4-6/h1-4,10H,(H,8,9)",VUQZKLXKFUBWRP-UHFFFAOYSA-N
1233,NS00001274,DTXSID00435010,DTXCID70385836,104839-39-6,AGN-PC-0MY3RL,"InChI=1S/C15H12N2O3/c16-15(20)17-11-7-3-1-5-9(11)13(18)14(19)10-6-2-4-8-12(10)17/h1-8,18-19H,(H2,16,20)",ZDQLVKTWIHTZOE-UHFFFAOYSA-N
1234,NS00001275,DTXSID90884816,DTXCID001024237,39202-17-0,"9-Dodecenoic acid, methyl ester","InChI=1S/C13H24O2/c1-3-4-5-6-7-8-9-10-11-12-13(14)15-2/h4-5H,3,6-12H2,1-2H3",DUWQEMMRMJGHSA-UHFFFAOYSA-N
1235,NS00001276,DTXSID1024124,DTXCID804124,79277-27-3,Thifensulfuron methyl,"InChI=1S/C12H13N5O6S2/c1-6-13-10(16-12(14-6)23-3)15-11(19)17-25(20,21)7-4-5-24-8(7)9(18)22-2/h4-5H,1-3H3,(H2,13,14,15,16,17,19)",AHTPATJNIAFOLR-UHFFFAOYSA-N
